D,F,X,Y,Z,date
NA,NA,23147.0,5166.0,-53287.0,2002-04-14
NA,NA,23151.0,5168.0,-53289.0,2002-04-15
NA,NA,23155.0,5174.0,-53291.0,2002-04-16
NA,NA,23121.0,5153.0,-53292.0,2002-04-17
NA,NA,23080.0,5155.0,-53310.0,2002-04-18
NA,NA,23098.0,5139.0,-53300.0,2002-04-19
NA,NA,23076.0,5153.0,-53318.0,2002-04-20
NA,NA,23122.0,5166.0,-53301.0,2002-04-21
NA,NA,23129.0,5167.0,-53300.0,2002-04-22
NA,NA,23126.0,5173.0,-53305.0,2002-04-23
NA,NA,23138.0,5169.0,-53300.0,2002-04-24
NA,NA,23144.0,5171.0,-53298.0,2002-04-25
NA,NA,23153.0,5173.0,-53296.0,2002-04-26
NA,NA,23154.0,5170.0,-53293.0,2002-04-27
NA,NA,23139.0,5172.0,-53301.0,2002-04-28
NA,NA,23145.0,5170.0,-53297.0,2002-04-29
NA,NA,23155.0,5172.0,-53293.0,2002-04-30
NA,NA,23153.0,5172.0,-53294.0,2002-05-01
NA,NA,23159.0,5174.0,-53292.0,2002-05-02
NA,NA,23154.0,5172.0,-53295.0,2002-05-03
NA,NA,23157.0,5174.0,-53293.0,2002-05-04
NA,NA,23162.0,5174.0,-53292.0,2002-05-05
NA,NA,23157.0,5171.0,-53291.0,2002-05-06
NA,NA,23151.0,5171.0,-53292.0,2002-05-07
NA,NA,23141.0,5171.0,-53296.0,2002-05-08
NA,NA,23148.0,5172.0,-53294.0,2002-05-09
NA,NA,23150.0,5174.0,-53294.0,2002-05-10
NA,NA,23123.0,5156.0,-53298.0,2002-05-11
NA,NA,23116.0,5165.0,-53304.0,2002-05-12
NA,NA,23142.0,5171.0,-53298.0,2002-05-13
NA,NA,23116.0,5167.0,-53303.0,2002-05-14
NA,NA,23123.0,5169.0,-53300.0,2002-05-15
NA,NA,23133.0,5168.0,-53301.0,2002-05-16
NA,NA,23147.0,5170.0,-53297.0,2002-05-17
NA,NA,23157.0,5173.0,-53296.0,2002-05-18
NA,NA,23135.0,5173.0,-53300.0,2002-05-19
NA,NA,23144.0,5169.0,-53296.0,2002-05-20
NA,NA,23143.0,5171.0,-53298.0,2002-05-21
NA,NA,23148.0,5172.0,-53297.0,2002-05-22
NA,NA,23135.0,5161.0,-53299.0,2002-05-23
NA,NA,23119.0,5165.0,-53304.0,2002-05-24
NA,NA,23135.0,5167.0,-53301.0,2002-05-25
NA,NA,23140.0,5170.0,-53300.0,2002-05-26
NA,NA,23123.0,5164.0,-53306.0,2002-05-27
NA,NA,23135.0,5169.0,-53301.0,2002-05-28
NA,NA,23140.0,5171.0,-53298.0,2002-05-29
NA,NA,23148.0,5172.0,-53297.0,2002-05-30
NA,NA,23154.0,5174.0,-53295.0,2002-05-31
NA,NA,23162.0,5173.0,-53292.0,2002-06-01
NA,NA,23141.0,5170.0,-53296.0,2002-06-02
NA,NA,23142.0,5172.0,-53296.0,2002-06-03
NA,NA,23136.0,5170.0,-53300.0,2002-06-04
NA,NA,23148.0,5170.0,-53295.0,2002-06-05
NA,NA,23150.0,5171.0,-53294.0,2002-06-06
NA,NA,23155.0,5172.0,-53292.0,2002-06-07
NA,NA,23159.0,5171.0,-53292.0,2002-06-08
NA,NA,23145.0,5170.0,-53295.0,2002-06-09
NA,NA,23145.0,5164.0,-53293.0,2002-06-10
NA,NA,23144.0,5170.0,-53294.0,2002-06-11
NA,NA,23149.0,5170.0,-53294.0,2002-06-12
NA,NA,23150.0,5172.0,-53292.0,2002-06-13
NA,NA,23156.0,5171.0,-53290.0,2002-06-14
NA,NA,23158.0,5174.0,-53289.0,2002-06-15
NA,NA,23162.0,5174.0,-53289.0,2002-06-16
NA,NA,23157.0,5172.0,-53290.0,2002-06-17
NA,NA,23164.0,5172.0,-53288.0,2002-06-18
NA,NA,23155.0,5172.0,-53291.0,2002-06-19
NA,NA,23150.0,5172.0,-53290.0,2002-06-20
NA,NA,23152.0,5170.0,-53290.0,2002-06-21
NA,NA,23159.0,5170.0,-53288.0,2002-06-22
NA,NA,23148.0,5169.0,-53292.0,2002-06-23
NA,NA,23158.0,5172.0,-53290.0,2002-06-24
NA,NA,23160.0,5170.0,-53289.0,2002-06-25
NA,NA,23156.0,5171.0,-53288.0,2002-06-26
NA,NA,23158.0,5170.0,-53288.0,2002-06-27
NA,NA,23165.0,5173.0,-53285.0,2002-06-28
NA,NA,23161.0,5172.0,-53286.0,2002-06-29
NA,NA,23149.0,5174.0,-53290.0,2002-06-30
NA,NA,23148.0,5167.0,-53289.0,2002-07-01
NA,NA,23155.0,5171.0,-53286.0,2002-07-02
NA,NA,23158.0,5173.0,-53286.0,2002-07-03
NA,NA,23165.0,5174.0,-53287.0,2002-07-04
NA,NA,23167.0,5175.0,-53284.0,2002-07-05
NA,NA,23130.0,5168.0,-53294.0,2002-07-06
NA,NA,23143.0,5169.0,-53289.0,2002-07-07
NA,NA,23152.0,5170.0,-53289.0,2002-07-08
NA,NA,23152.0,5173.0,-53288.0,2002-07-09
NA,NA,23151.0,5171.0,-53287.0,2002-07-10
NA,NA,23161.0,5172.0,-53284.0,2002-07-11
NA,NA,23146.0,5172.0,-53291.0,2002-07-12
NA,NA,23151.0,5170.0,-53288.0,2002-07-13
NA,NA,23157.0,5171.0,-53284.0,2002-07-14
NA,NA,23167.0,5174.0,-53282.0,2002-07-15
NA,NA,23168.0,5178.0,-53282.0,2002-07-16
NA,NA,23154.0,5175.0,-53286.0,2002-07-17
NA,NA,23154.0,5172.0,-53286.0,2002-07-18
NA,NA,23160.0,5171.0,-53285.0,2002-07-19
NA,NA,23142.0,5173.0,-53289.0,2002-07-20
NA,NA,23140.0,5167.0,-53287.0,2002-07-21
NA,NA,23137.0,5169.0,-53291.0,2002-07-22
NA,NA,23147.0,5171.0,-53286.0,2002-07-23
NA,NA,23151.0,5170.0,-53285.0,2002-07-24
NA,NA,23153.0,5173.0,-53286.0,2002-07-25
NA,NA,23147.0,5173.0,-53288.0,2002-07-26
NA,NA,23139.0,5166.0,-53290.0,2002-07-27
NA,NA,23147.0,5170.0,-53286.0,2002-07-28
NA,NA,23158.0,5172.0,-53283.0,2002-07-29
NA,NA,23159.0,5174.0,-53282.0,2002-07-30
NA,NA,23152.0,5167.0,-53283.0,2002-07-31
NA,NA,23137.0,5163.0,-53288.0,2002-08-01
NA,NA,23112.0,5169.0,-53295.0,2002-08-02
NA,NA,23123.0,5168.0,-53291.0,2002-08-03
NA,NA,23131.0,5169.0,-53290.0,2002-08-04
NA,NA,23149.0,5171.0,-53286.0,2002-08-05
NA,NA,23151.0,5172.0,-53284.0,2002-08-06
NA,NA,23158.0,5170.0,-53284.0,2002-08-07
NA,NA,23165.0,5173.0,-53282.0,2002-08-08
NA,NA,23160.0,5171.0,-53281.0,2002-08-09
NA,NA,23144.0,5170.0,-53281.0,2002-08-10
NA,NA,23152.0,5164.0,-53283.0,2002-08-11
NA,NA,23151.0,5166.0,-53285.0,2002-08-12
NA,NA,23144.0,5170.0,-53288.0,2002-08-13
NA,NA,23143.0,5166.0,-53285.0,2002-08-14
NA,NA,23142.0,5170.0,-53288.0,2002-08-15
NA,NA,23136.0,5169.0,-53286.0,2002-08-16
NA,NA,23140.0,5170.0,-53288.0,2002-08-17
NA,NA,23145.0,5170.0,-53286.0,2002-08-18
NA,NA,23130.0,5180.0,-53288.0,2002-08-19
NA,NA,23123.0,5174.0,-53290.0,2002-08-20
NA,NA,23096.0,5163.0,-53304.0,2002-08-21
NA,NA,23137.0,5168.0,-53290.0,2002-08-22
NA,NA,23149.0,5169.0,-53291.0,2002-08-23
NA,NA,23150.0,5169.0,-53288.0,2002-08-24
NA,NA,23159.0,5169.0,-53285.0,2002-08-25
NA,NA,23152.0,5169.0,-53284.0,2002-08-26
NA,NA,23136.0,5170.0,-53290.0,2002-08-27
NA,NA,23145.0,5175.0,-53289.0,2002-08-28
NA,NA,23151.0,5171.0,-53288.0,2002-08-29
NA,NA,23148.0,5168.0,-53286.0,2002-08-30
NA,NA,23143.0,5166.0,-53286.0,2002-08-31
NA,NA,23149.0,5173.0,-53286.0,2002-09-01
NA,NA,23152.0,5174.0,-53286.0,2002-09-02
NA,NA,23170.0,5175.0,-53279.0,2002-09-03
NA,NA,23106.0,5165.0,-53300.0,2002-09-04
NA,NA,23134.0,5164.0,-53292.0,2002-09-05
NA,NA,23142.0,5167.0,-53288.0,2002-09-06
NA,NA,23113.0,5169.0,-53286.0,2002-09-07
NA,NA,23089.0,5169.0,-53292.0,2002-09-08
NA,NA,23122.0,5164.0,-53292.0,2002-09-09
NA,NA,23119.0,5161.0,-53292.0,2002-09-10
NA,NA,23115.0,5164.0,-53294.0,2002-09-11
NA,NA,23123.0,5167.0,-53293.0,2002-09-12
NA,NA,23134.0,5165.0,-53291.0,2002-09-13
NA,NA,23140.0,5170.0,-53289.0,2002-09-14
NA,NA,23143.0,5169.0,-53288.0,2002-09-15
NA,NA,23152.0,5174.0,-53286.0,2002-09-16
NA,NA,23142.0,5169.0,-53287.0,2002-09-17
NA,NA,23143.0,5171.0,-53288.0,2002-09-18
NA,NA,23148.0,5167.0,-53287.0,2002-09-19
NA,NA,23148.0,5171.0,-53285.0,2002-09-20
NA,NA,23153.0,5174.0,-53285.0,2002-09-21
NA,NA,23152.0,5169.0,-53287.0,2002-09-22
NA,NA,23157.0,5174.0,-53282.0,2002-09-23
NA,NA,23159.0,5175.0,-53281.0,2002-09-24
NA,NA,23163.0,5174.0,-53278.0,2002-09-25
NA,NA,23161.0,5174.0,-53280.0,2002-09-26
NA,NA,23156.0,5170.0,-53283.0,2002-09-27
NA,NA,23165.0,5178.0,-53278.0,2002-09-28
NA,NA,23175.0,5177.0,-53275.0,2002-09-29
NA,NA,23149.0,5170.0,-53286.0,2002-09-30
NA,NA,23080.0,5149.0,-53297.0,2002-10-01
NA,NA,23075.0,5163.0,-53309.0,2002-10-02
NA,NA,23114.0,5160.0,-53290.0,2002-10-03
NA,NA,23093.0,5153.0,-53295.0,2002-10-04
NA,NA,23112.0,5155.0,-53291.0,2002-10-05
NA,NA,23129.0,5169.0,-53291.0,2002-10-06
NA,NA,23109.0,5157.0,-53300.0,2002-10-07
NA,NA,23106.0,5163.0,-53304.0,2002-10-08
NA,NA,23123.0,5160.0,-53297.0,2002-10-09
NA,NA,23126.0,5157.0,-53301.0,2002-10-10
NA,NA,23144.0,5168.0,-53290.0,2002-10-11
NA,NA,23144.0,5167.0,-53287.0,2002-10-12
NA,NA,23146.0,5173.0,-53288.0,2002-10-13
NA,NA,23121.0,5164.0,-53299.0,2002-10-14
NA,NA,23140.0,5167.0,-53291.0,2002-10-15
NA,NA,23141.0,5173.0,-53288.0,2002-10-16
NA,NA,23136.0,5168.0,-53290.0,2002-10-17
NA,NA,23147.0,5174.0,-53287.0,2002-10-18
NA,NA,23150.0,5170.0,-53288.0,2002-10-19
NA,NA,23150.0,5168.0,-53284.0,2002-10-20
NA,NA,23156.0,5172.0,-53284.0,2002-10-21
NA,NA,23159.0,5168.0,-53281.0,2002-10-22
NA,NA,23164.0,5168.0,-53279.0,2002-10-23
NA,NA,23127.0,5170.0,-53287.0,2002-10-24
NA,NA,23115.0,5163.0,-53294.0,2002-10-25
NA,NA,23142.0,5163.0,-53284.0,2002-10-26
NA,NA,23141.0,5163.0,-53285.0,2002-10-27
NA,NA,23138.0,5171.0,-53288.0,2002-10-28
NA,NA,23147.0,5165.0,-53288.0,2002-10-29
NA,NA,23146.0,5166.0,-53286.0,2002-10-30
NA,NA,23137.0,5166.0,-53286.0,2002-10-31
NA,NA,23153.0,5164.0,-53282.0,2002-11-01
NA,NA,23134.0,5160.0,-53287.0,2002-11-02
NA,NA,23124.0,5170.0,-53290.0,2002-11-03
NA,NA,23128.0,5167.0,-53290.0,2002-11-04
NA,NA,23138.0,5169.0,-53285.0,2002-11-05
NA,NA,23140.0,5165.0,-53286.0,2002-11-06
NA,NA,23144.0,5169.0,-53284.0,2002-11-07
NA,NA,23152.0,5172.0,-53280.0,2002-11-08
NA,NA,23161.0,5170.0,-53278.0,2002-11-09
NA,NA,23161.0,5177.0,-53279.0,2002-11-10
NA,NA,23161.0,5165.0,-53280.0,2002-11-11
NA,NA,23163.0,5173.0,-53279.0,2002-11-12
NA,NA,23146.0,5168.0,-53282.0,2002-11-13
NA,NA,23156.0,5170.0,-53278.0,2002-11-14
NA,NA,23157.0,5169.0,-53280.0,2002-11-15
NA,NA,23163.0,5166.0,-53278.0,2002-11-16
NA,NA,23172.0,5173.0,-53275.0,2002-11-17
NA,NA,23150.0,5167.0,-53285.0,2002-11-18
NA,NA,23157.0,5163.0,-53283.0,2002-11-19
NA,NA,23153.0,5164.0,-53276.0,2002-11-20
NA,NA,23123.0,5166.0,-53288.0,2002-11-21
NA,NA,23131.0,5159.0,-53287.0,2002-11-22
NA,NA,23142.0,5169.0,-53280.0,2002-11-23
NA,NA,23140.0,5168.0,-53280.0,2002-11-24
NA,NA,23140.0,5167.0,-53283.0,2002-11-25
NA,NA,23153.0,5165.0,-53276.0,2002-11-26
NA,NA,23144.0,5179.0,-53282.0,2002-11-27
NA,NA,23152.0,5164.0,-53281.0,2002-11-28
NA,NA,23153.0,5164.0,-53279.0,2002-11-29
NA,NA,23152.0,5165.0,-53283.0,2002-11-30
NA,NA,23150.0,5164.0,-53279.0,2002-12-01
NA,NA,23157.0,5165.0,-53276.0,2002-12-02
NA,NA,23159.0,5170.0,-53277.0,2002-12-03
NA,NA,23163.0,5169.0,-53273.0,2002-12-04
NA,NA,23163.0,5172.0,-53275.0,2002-12-05
NA,NA,23169.0,5174.0,-53270.0,2002-12-06
NA,NA,23168.0,5171.0,-53272.0,2002-12-07
NA,NA,23159.0,5167.0,-53276.0,2002-12-08
NA,NA,23158.0,5168.0,-53276.0,2002-12-09
NA,NA,23166.0,5166.0,-53273.0,2002-12-10
NA,NA,23171.0,5169.0,-53277.0,2002-12-11
NA,NA,23175.0,5169.0,-53274.0,2002-12-12
NA,NA,23177.0,5170.0,-53272.0,2002-12-13
NA,NA,23177.0,5172.0,-53273.0,2002-12-14
NA,NA,23160.0,5166.0,-53279.0,2002-12-15
NA,NA,23170.0,5169.0,-53273.0,2002-12-16
NA,NA,23179.0,5172.0,-53270.0,2002-12-17
NA,NA,23197.0,5176.0,-53266.0,2002-12-18
NA,NA,23170.0,5169.0,-53274.0,2002-12-19
NA,NA,23143.0,5172.0,-53277.0,2002-12-20
NA,NA,23150.0,5168.0,-53279.0,2002-12-21
NA,NA,23173.0,5164.0,-53278.0,2002-12-22
NA,NA,23154.0,5165.0,-53281.0,2002-12-23
NA,NA,23154.0,5167.0,-53277.0,2002-12-24
NA,NA,23159.0,5166.0,-53270.0,2002-12-25
NA,NA,23155.0,5162.0,-53275.0,2002-12-26
NA,NA,23141.0,5169.0,-53283.0,2002-12-27
NA,NA,23146.0,5167.0,-53283.0,2002-12-28
NA,NA,23155.0,5161.0,-53275.0,2002-12-29
NA,NA,23154.0,5168.0,-53273.0,2002-12-30
NA,NA,23152.0,5169.0,-53273.0,2002-12-31
NA,NA,23157.0,5172.0,-53274.0,2003-01-01
NA,NA,23161.0,5164.0,-53271.0,2003-01-02
NA,NA,23176.0,5168.0,-53270.0,2003-01-03
NA,NA,23155.0,5169.0,-53276.0,2003-01-04
NA,NA,23159.0,5166.0,-53276.0,2003-01-05
NA,NA,23161.0,5170.0,-53271.0,2003-01-06
NA,NA,23165.0,5168.0,-53272.0,2003-01-07
NA,NA,23170.0,5175.0,-53268.0,2003-01-08
NA,NA,23178.0,5167.0,-53273.0,2003-01-09
NA,NA,23171.0,5167.0,-53268.0,2003-01-10
NA,NA,23161.0,5164.0,-53275.0,2003-01-11
NA,NA,23161.0,5163.0,-53273.0,2003-01-12
NA,NA,23162.0,5167.0,-53271.0,2003-01-13
NA,NA,23161.0,5171.0,-53273.0,2003-01-14
NA,NA,23167.0,5164.0,-53273.0,2003-01-15
NA,NA,23165.0,5170.0,-53271.0,2003-01-16
NA,NA,23162.0,5166.0,-53274.0,2003-01-17
NA,NA,23166.0,5167.0,-53266.0,2003-01-18
NA,NA,23153.0,5164.0,-53274.0,2003-01-19
NA,NA,23146.0,5171.0,-53269.0,2003-01-20
NA,NA,23152.0,5166.0,-53273.0,2003-01-21
NA,NA,23155.0,5165.0,-53270.0,2003-01-22
NA,NA,23151.0,5172.0,-53271.0,2003-01-23
NA,NA,23156.0,5168.0,-53269.0,2003-01-24
NA,NA,23144.0,5166.0,-53276.0,2003-01-25
NA,NA,23153.0,5167.0,-53272.0,2003-01-26
NA,NA,23162.0,5167.0,-53271.0,2003-01-27
NA,NA,23156.0,5167.0,-53274.0,2003-01-28
NA,NA,23153.0,5164.0,-53272.0,2003-01-29
NA,NA,23136.0,5153.0,-53274.0,2003-01-30
NA,NA,23141.0,5162.0,-53277.0,2003-01-31
NA,NA,23144.0,5172.0,-53275.0,2003-02-01
NA,NA,23126.0,5151.0,-53273.0,2003-02-02
NA,NA,23136.0,5162.0,-53276.0,2003-02-03
NA,NA,23137.0,5161.0,-53283.0,2003-02-04
NA,NA,23143.0,5165.0,-53274.0,2003-02-05
NA,NA,23147.0,5169.0,-53276.0,2003-02-06
NA,NA,23144.0,5164.0,-53277.0,2003-02-07
NA,NA,23143.0,5159.0,-53278.0,2003-02-08
NA,NA,23148.0,5165.0,-53267.0,2003-02-09
NA,NA,23143.0,5163.0,-53275.0,2003-02-10
NA,NA,23146.0,5169.0,-53271.0,2003-02-11
NA,NA,23154.0,5172.0,-53273.0,2003-02-12
NA,NA,23160.0,5170.0,-53271.0,2003-02-13
NA,NA,23159.0,5167.0,-53268.0,2003-02-14
NA,NA,23147.0,5165.0,-53269.0,2003-02-15
NA,NA,23153.0,5172.0,-53269.0,2003-02-16
NA,NA,23153.0,5171.0,-53270.0,2003-02-17
NA,NA,23167.0,5173.0,-53268.0,2003-02-18
NA,NA,23168.0,5173.0,-53266.0,2003-02-19
NA,NA,23160.0,5170.0,-53268.0,2003-02-20
NA,NA,23155.0,5172.0,-53266.0,2003-02-21
NA,NA,23159.0,5170.0,-53267.0,2003-02-22
NA,NA,23156.0,5170.0,-53269.0,2003-02-23
NA,NA,23155.0,5168.0,-53268.0,2003-02-24
NA,NA,23161.0,5170.0,-53266.0,2003-02-25
NA,NA,23155.0,5168.0,-53268.0,2003-02-26
NA,NA,23129.0,5164.0,-53272.0,2003-02-27
NA,NA,23136.0,5160.0,-53269.0,2003-02-28
NA,NA,23143.0,5169.0,-53268.0,2003-03-01
NA,NA,23143.0,5171.0,-53268.0,2003-03-02
NA,NA,23148.0,5167.0,-53265.0,2003-03-03
NA,NA,23127.0,5165.0,-53277.0,2003-03-04
NA,NA,23139.0,5166.0,-53272.0,2003-03-05
NA,NA,23133.0,5164.0,-53270.0,2003-03-06
NA,NA,23134.0,5164.0,-53272.0,2003-03-07
NA,NA,23148.0,5168.0,-53269.0,2003-03-08
NA,NA,23147.0,5175.0,-53270.0,2003-03-09
NA,NA,23145.0,5167.0,-53268.0,2003-03-10
NA,NA,23147.0,5166.0,-53274.0,2003-03-11
NA,NA,23155.0,5173.0,-53267.0,2003-03-12
NA,NA,23152.0,5168.0,-53268.0,2003-03-13
NA,NA,23141.0,5169.0,-53272.0,2003-03-14
NA,NA,23138.0,5169.0,-53269.0,2003-03-15
NA,NA,23147.0,5167.0,-53260.0,2003-03-16
NA,NA,23119.0,5164.0,-53274.0,2003-03-17
NA,NA,23130.0,5170.0,-53270.0,2003-03-18
NA,NA,23141.0,5173.0,-53270.0,2003-03-19
NA,NA,23146.0,5163.0,-53265.0,2003-03-20
NA,NA,23135.0,5166.0,-53274.0,2003-03-21
NA,NA,23141.0,5172.0,-53270.0,2003-03-22
NA,NA,23140.0,5166.0,-53270.0,2003-03-23
NA,NA,23145.0,5171.0,-53270.0,2003-03-24
NA,NA,23154.0,5172.0,-53267.0,2003-03-25
NA,NA,23157.0,5173.0,-53263.0,2003-03-26
NA,NA,23129.0,5163.0,-53270.0,2003-03-27
NA,NA,23132.0,5174.0,-53267.0,2003-03-28
NA,NA,23117.0,5160.0,-53268.0,2003-03-29
NA,NA,23117.0,5167.0,-53268.0,2003-03-30
NA,NA,23116.0,5147.0,-53264.0,2003-03-31
NA,NA,23121.0,5165.0,-53269.0,2003-04-01
NA,NA,23121.0,5170.0,-53274.0,2003-04-02
NA,NA,23134.0,5170.0,-53272.0,2003-04-03
NA,NA,23127.0,5160.0,-53274.0,2003-04-04
NA,NA,23132.0,5167.0,-53266.0,2003-04-05
NA,NA,23136.0,5168.0,-53269.0,2003-04-06
NA,NA,23141.0,5167.0,-53267.0,2003-04-07
NA,NA,23138.0,5167.0,-53270.0,2003-04-08
NA,NA,23132.0,5168.0,-53272.0,2003-04-09
NA,NA,23138.0,5175.0,-53272.0,2003-04-10
NA,NA,23144.0,5170.0,-53266.0,2003-04-11
NA,NA,23151.0,5172.0,-53266.0,2003-04-12
NA,NA,23151.0,5170.0,-53264.0,2003-04-13
NA,NA,23143.0,5168.0,-53265.0,2003-04-14
NA,NA,23145.0,5172.0,-53265.0,2003-04-15
NA,NA,23142.0,5171.0,-53265.0,2003-04-16
NA,NA,23132.0,5163.0,-53266.0,2003-04-17
NA,NA,23136.0,5170.0,-53270.0,2003-04-18
NA,NA,23145.0,5173.0,-53266.0,2003-04-19
NA,NA,23142.0,5174.0,-53267.0,2003-04-20
NA,NA,23127.0,5173.0,-53274.0,2003-04-21
NA,NA,23131.0,5172.0,-53268.0,2003-04-22
NA,NA,23129.0,5169.0,-53270.0,2003-04-23
NA,NA,23125.0,5167.0,-53272.0,2003-04-24
NA,NA,23115.0,5166.0,-53274.0,2003-04-25
NA,NA,23127.0,5170.0,-53271.0,2003-04-26
NA,NA,23138.0,5170.0,-53271.0,2003-04-27
NA,NA,23126.0,5167.0,-53276.0,2003-04-28
NA,NA,23136.0,5170.0,-53266.0,2003-04-29
NA,NA,23116.0,5169.0,-53273.0,2003-04-30
NA,NA,23108.0,5164.0,-53276.0,2003-05-01
NA,NA,23133.0,5168.0,-53272.0,2003-05-02
NA,NA,23139.0,5167.0,-53270.0,2003-05-03
NA,NA,23146.0,5171.0,-53269.0,2003-05-04
NA,NA,23160.0,5174.0,-53264.0,2003-05-05
NA,NA,23147.0,5173.0,-53263.0,2003-05-06
NA,NA,23126.0,5172.0,-53269.0,2003-05-07
NA,NA,23132.0,5167.0,-53268.0,2003-05-08
NA,NA,23125.0,5159.0,-53270.0,2003-05-09
NA,NA,23101.0,5166.0,-53281.0,2003-05-10
NA,NA,23117.0,5157.0,-53277.0,2003-05-11
NA,NA,23132.0,5167.0,-53274.0,2003-05-12
NA,NA,23134.0,5168.0,-53271.0,2003-05-13
NA,NA,23132.0,5170.0,-53271.0,2003-05-14
NA,NA,23132.0,5167.0,-53271.0,2003-05-15
NA,NA,23142.0,5171.0,-53266.0,2003-05-16
NA,NA,23141.0,5170.0,-53268.0,2003-05-17
NA,NA,23153.0,5172.0,-53265.0,2003-05-18
NA,NA,23141.0,5172.0,-53268.0,2003-05-19
NA,NA,23139.0,5170.0,-53268.0,2003-05-20
NA,NA,23140.0,5175.0,-53267.0,2003-05-21
NA,NA,23118.0,5164.0,-53271.0,2003-05-22
NA,NA,23130.0,5167.0,-53271.0,2003-05-23
NA,NA,23130.0,5170.0,-53271.0,2003-05-24
NA,NA,23132.0,5168.0,-53270.0,2003-05-25
NA,NA,23134.0,5172.0,-53271.0,2003-05-26
NA,NA,23137.0,5177.0,-53269.0,2003-05-27
NA,NA,23121.0,5165.0,-53273.0,2003-05-28
NA,NA,23110.0,5169.0,-53267.0,2003-05-29
NA,NA,23101.0,5165.0,-53267.0,2003-05-30
NA,NA,23121.0,5165.0,-53274.0,2003-05-31
NA,NA,23138.0,5168.0,-53268.0,2003-06-01
NA,NA,23109.0,5166.0,-53280.0,2003-06-02
NA,NA,23131.0,5168.0,-53273.0,2003-06-03
NA,NA,23134.0,5170.0,-53271.0,2003-06-04
NA,NA,23143.0,5169.0,-53268.0,2003-06-05
NA,NA,23145.0,5171.0,-53267.0,2003-06-06
NA,NA,23143.0,5170.0,-53268.0,2003-06-07
NA,NA,23135.0,5175.0,-53269.0,2003-06-08
NA,NA,23130.0,5169.0,-53270.0,2003-06-09
NA,NA,23133.0,5168.0,-53268.0,2003-06-10
NA,NA,23141.0,5171.0,-53267.0,2003-06-11
NA,NA,23151.0,5171.0,-53263.0,2003-06-12
NA,NA,23153.0,5176.0,-53264.0,2003-06-13
NA,NA,23139.0,5175.0,-53267.0,2003-06-14
NA,NA,23141.0,5173.0,-53265.0,2003-06-15
NA,NA,23129.0,5171.0,-53269.0,2003-06-16
NA,NA,23099.0,5157.0,-53278.0,2003-06-17
NA,NA,23075.0,5160.0,-53292.0,2003-06-18
NA,NA,23113.0,5166.0,-53276.0,2003-06-19
NA,NA,23138.0,5170.0,-53270.0,2003-06-20
NA,NA,23125.0,5171.0,-53275.0,2003-06-21
NA,NA,23133.0,5172.0,-53270.0,2003-06-22
NA,NA,23135.0,5171.0,-53270.0,2003-06-23
NA,NA,23115.0,5164.0,-53275.0,2003-06-24
NA,NA,23136.0,5171.0,-53269.0,2003-06-25
NA,NA,23138.0,5166.0,-53267.0,2003-06-26
NA,NA,23133.0,5168.0,-53271.0,2003-06-27
NA,NA,23127.0,5165.0,-53273.0,2003-06-28
NA,NA,23132.0,5169.0,-53272.0,2003-06-29
NA,NA,23139.0,5171.0,-53269.0,2003-06-30
NA,NA,23142.0,5171.0,-53268.0,2003-07-01
NA,NA,23140.0,5173.0,-53268.0,2003-07-02
NA,NA,23145.0,5172.0,-53264.0,2003-07-03
NA,NA,23141.0,5170.0,-53266.0,2003-07-04
NA,NA,23139.0,5171.0,-53265.0,2003-07-05
NA,NA,23146.0,5173.0,-53263.0,2003-07-06
NA,NA,23140.0,5171.0,-53266.0,2003-07-07
NA,NA,23145.0,5172.0,-53264.0,2003-07-08
NA,NA,23151.0,5173.0,-53263.0,2003-07-09
NA,NA,23160.0,5175.0,-53261.0,2003-07-10
NA,NA,23109.0,5169.0,-53275.0,2003-07-11
NA,NA,23092.0,5172.0,-53282.0,2003-07-12
NA,NA,23127.0,5170.0,-53270.0,2003-07-13
NA,NA,23135.0,5171.0,-53268.0,2003-07-14
NA,NA,23127.0,5172.0,-53269.0,2003-07-15
NA,NA,23091.0,5157.0,-53277.0,2003-07-16
NA,NA,23125.0,5167.0,-53269.0,2003-07-17
NA,NA,23136.0,5171.0,-53266.0,2003-07-18
NA,NA,23127.0,5172.0,-53268.0,2003-07-19
NA,NA,23131.0,5168.0,-53267.0,2003-07-20
NA,NA,23134.0,5172.0,-53265.0,2003-07-21
NA,NA,23145.0,5173.0,-53265.0,2003-07-22
NA,NA,23147.0,5171.0,-53262.0,2003-07-23
NA,NA,23155.0,5175.0,-53259.0,2003-07-24
NA,NA,23141.0,5171.0,-53263.0,2003-07-25
NA,NA,23143.0,5169.0,-53258.0,2003-07-26
NA,NA,23126.0,5172.0,-53267.0,2003-07-27
NA,NA,23144.0,5169.0,-53262.0,2003-07-28
NA,NA,23135.0,5172.0,-53262.0,2003-07-29
NA,NA,23132.0,5168.0,-53263.0,2003-07-30
NA,NA,23126.0,5165.0,-53266.0,2003-07-31
NA,NA,23123.0,5169.0,-53268.0,2003-08-01
NA,NA,23134.0,5173.0,-53266.0,2003-08-02
NA,NA,23138.0,5172.0,-53266.0,2003-08-03
NA,NA,23150.0,5176.0,-53261.0,2003-08-04
NA,NA,23159.0,5176.0,-53257.0,2003-08-05
NA,NA,23117.0,5169.0,-53270.0,2003-08-06
NA,NA,23142.0,5174.0,-53260.0,2003-08-07
NA,NA,23123.0,5169.0,-53264.0,2003-08-08
